member_path,bytes,sha256,scope
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/submission_audit/URP4-1_HQ_SUBMISSION_REQUIREMENTS_CHECKLIST_20260728.csv,4887,6c93a0b7d61f2d5613c06a891082a54cb87a10c37e36b68aac19a284ccfafeb6,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_CONTROLLER_POLICY_20260728.csv,2142,c4ea6aad950ce89c5f71ca2998af75ba0028626a1a2c2a0648144da8c9244c34,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_FINALIZATION_REPORT_20260728.md,8274,e866a74e76de32adfb81b3fa9e62e24896c09a3d15d70ee16377c4f6e1f8d492,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_INTAKE_AUDIT_20260728.csv,3643,90a3c9e30606b9e466523d8c9474091e157d62fa9003d9eea471d45c2b1433b1,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_INTEGRATION_MANIFEST_20260728.csv,1567,eedcd4da90f56d9c9e6b7507ebe18fb0f42cf727737c378c808b5c8625811c15,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_MODULE_AUDIT_20260728.csv,2420,0355f6fe71ce238fefe9e0df9ab55c76d5fe5c4dfffa50919df45a25b922af3b,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/docs/URP4-1_HQ_SIDECHAT_CONFLICT_RESOLUTION_20260728.csv,935,6a08102830bf445967fd929e0746f0fec47ceb4b0ad8d2f3b4e6cfda507c0085,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/README_RUN.md,3854,dea84bc7a96ac24f401abe62727b7ed376f860f239e12de12ade9ea0436f14cb,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/audit_deliverable.py,8326,02ae40134c075eb31fdc7c90fd7a3307e95c6ce8a500a9712adaf4826fe347e6,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/controller_contract.py,6966,026fbef0f3757e0e5b52f028b587a4df81c30a0d1268fc32abb3d4c21b41b0d3,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/generated_controlled_box_N40.stl,684,ec1b527705b8045d5748a532519bf9eae4ad3b7ddad6081b85c3386669a8c15c,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/L28_UBCCz_VF30_imported.stl,9232084,75236d351d350d33796d74e35a04af1d072483c641a14e70d5c3bccc738a7e88,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/L28_UBCCz_VF30_original.stp,8672719,83c6c925814326f86dc0674e26d46d5fd2a8dacaa06d74cc4ac6e994f67f7f94,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/fixtures/README.md,1019,e2d5790af6395ab3ba1b01da5f59b23aa3fb95e1492d75268cdacf5c8920d4bc,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/full_descriptor_smoke.py,7563,bf999f5f2bab0d3d8488a4f734f20ce6a2aef0723fd19451b158fd0740bf1db4,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/resume_generated_fixture_descriptor.py,2806,6d17e0b203e92d76c1cfedced581138f089c49a1c3df45214d2fcac0fdb55a2b,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/resume_voxel_smoke.py,1918,b61202a9e24c5b27a7f04293891b276bdfb5abcafec4f38561847a651f0eef80,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/tests/smoke_hq.py,5286,3f214ff0a82a23d26f4506ebc9c983b94e9bb85a1b7373c80b3081a0d74b06d2,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/__init__.py,289,41b78fc55f3d03cc83fbca1e4279665c463f33f5663ad8f5b57b00fff9a2ca0f,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/__init__.py,506,e5d6656c731246b64d8359e1d6cbbf8e12c38710d9e83e80dce2cfd8ef28b2b0,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/__init__.py,536,0200ae980b28d41d9f61d02455223605a11ce8a4866a9518ed65777a5cbcb201,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/canonical.py,2949,16820525e28b5d6a1a8e305a2bf2102e279ae6ae35f76139e4203a1fa41b9ee9,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/ids.py,7194,0190fafece4f9afb5d1f443f50a972737a727ee186d21789f4c7d1fba8780608,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/models.py,1304,5bf6dc0f4b3cc45ce7d33dd7fa93eef8fa3773a00626830537a3e09863af248a,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/README.md,1463,f4d2b7d8fb22b8156355c4a3bca258ba320d0914364fa18a98acb15a101a352f,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/schemas/urp4_contracts_v0_1.schema.json,18565,91d02e8ff6d5b71dfc65b269f2d763426ad3375331e71b7e81f46df695331154,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/contracts/v0_1/validation.py,6526,c32983dec08d25942cae055f123912ec8fd25f2d783813e18a461f5ebeff99b6,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/__init__.py,185,01b048d500ff1d73db3d568486f02981e5b44278a2fc860e168d03cc64b62dfc,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/__init__.py,462,6ee99b579e324aa8b52b04abbdf50725fc10b8d1caac0046a699088093e4d118,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/component.py,7528,dd395c9e7e90d491181f851ca7afa1c13d0dfc63ec7b6b2be3c5da98b5e764cf,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/config.py,1928,79e72f02b554f7e0780993e7ec0e09f209dbc97b9e0d8f0503cabc2d1bcffaed,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/contracts.py,12695,aace4ae6edd9fa276dca1413abbbf26f4c79993b3d63d0c1f4a9e9079786b3f0,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/formula.py,538,d72075dcf6b7a3027a4473ffb87047903ecd01db5fc6f366a4bff0e0453a156e,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/geometry.py,1665,580df093f8790137d79651909e2fb9b36f3f20ba69a26d558b97a5d35b074351,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/models.py,915,696f747251d4143010cede2c8ef8f72e92262bdd1d08c06a9814da50a220784e,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/pipeline.py,11647,1ad4ea50c8e4676848881c8601373239fb185a12c7e5fa041edd7df56248f406,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/pixel.py,3019,3cd37430c720e4d6a572d1787c7f5c0a917965ea56aa451cd4b11ce945db6d72,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/population.py,1574,20fa690cc3acbb0b47569524694f339c25239a2359771b8a3cbb7c513b4e3478,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/qa.py,3121,ceae088b19475ea7a8d5b32a04650805670e3ea5db0c8470b27722a706c90e2a,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/run139.py,10373,3d6b3b4c14ab0bd00f242a52b62704f519a740d247e9404bf1ca36624f56537a,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/service.py,8707,37406a1004478b340297d3ce36408ea09682fd73d8e15f9411f218535db93d81,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/descriptor_service/v0_1/slicing.py,3461,9ab4213007b716f8ed361a6aecbbac7a8e5251459c6ff0feebac2e74dbc942ff,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/__init__.py,56,b1bc199d8ce44ea32358466c10b26236b59081037b4372f355309d22327c4f2b,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/__init__.py,42,8d5fa45ab24ab7db58b60de6f8d2cee67d79b9a2b0aa750f862ec090adde317f,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/__init__.py,563,e420e61f8109bea1c5409ac874ae0e32428363a3426493cda88dcd976369afcb,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/contracts.py,6185,5d72d419433baf8a9d6e9e862beac223d00dc481849a4c82cab326797af29f20,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/descriptors.py,6780,57707bc9ff020f2aa5fa1e530b45299e81f84890de3edb3b93640d926be4c0f1,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/exporters.py,6292,4a9b7b32f642cbb2717d562095f0ff22ba3de88b820747b61b8f0326934bb6c7,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/graph.py,11166,13e23d2c957b476caf4c3fa0abe8efda78918f0407344feddf0e690bea46772e,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/models.py,4834,66329e2be7acb255f68a4d508c3931a6be9cbc41e4a3f053a6554cecb1ad4bcf,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/plugin.py,4674,bfe0d52005118603dccef6ae027aa8ca4a17da77a2248e36e020c03336126ab7,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/lattice_typeab/v0_1/type_b.py,6725,997606649e41d354c6b894c367d4445cd0e9a7e1cd8d98b8629b1a6766967d08,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/__init__.py,51,eda7ea70e2d2b1c17b03db3ac9efc6553dcfe8055064051e8e478fc5e0ee3b4e,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/__init__.py,660,e9210e752e22985137682fb1abcf501c575f30c86cb60e2e6a25d8891b42732c,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/contracts.py,7115,4f13555ca9713513d5449fe6dfef7a2a642c28fa1bab85ff1ef137bafe73b8ec,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/exporters.py,3358,a21ef77ccce5328efc5091e9ed6e3a35aeed91b9ff656c1ddb87129fe9248c50,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/fields.py,3515,e9a3e0c460252e6d437148eb0d1ee4257b8ead1c94d9d5bd3cffff0ee711c08d,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/masking.py,14991,10ab73bd146669120350cede967a9f2a87745ab1553d1b97e10b576319e01512,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/models.py,7197,fff4adfc7f91fd372958635c8cbfea52f0920af200e0dfc23be9f2ce2b25d9ad,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/plugin.py,5852,6de380d4faf01b38e3da8ea5a5dd650e72c74b0f084b7aa023f5c5208dcc02bc,ordinary_member; manifest files excluded to avoid circularity
URP4/02_VERIFIED_CORE_HQ_NB_PY/00_RUNNABLE_HQ_AND_ENGINE/urp4/generators/tpms_multiwall/v0_1/registry.py,2723,5f5b59a3e8f19644c7e8ea81850eb6141a248f4cb96b68b41e561894544ecb99,ordinary_member; manifest files excluded to avoid circularity
