pipeline_id,file_name,relative_path,sha256,bytes,status,runnable_now,description,algorithm_role,execution_class
IMPORTED_STL_AND_ROUTE_VALIDATION,IMSTL_008_independent_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/IMSTL_008_independent_qa.py,52b1bb88ee5dc0e416037c63ee885fa8e908a19bae6e558532bd3a0a9129293c,12690,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",독립 QA/회귀검증,read_only_or_copied_result_only
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_001_independent_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_001_independent_qa.py,375dac53e61759a4c0844ac64e7b13fe392fdbbc1833153b24944a0bc7755355,5906,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",독립 QA/회귀검증,read_only_or_copied_result_only
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_001_source_eligibility_and_c1_three_route.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_001_source_eligibility_and_c1_three_route.py,1acd07ab10c9063aa1deba5df4408cd6be5b61b7d42718cbb1a0cd6ce98a89c4,20608,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",계산 지원/변환,inspect_before_run
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_002_b1_l7_cross_family_selected_slice.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_002_b1_l7_cross_family_selected_slice.py,5442b10574726c0f6b8b7c5bdc2c1b05c62e96e296ce470b2a58e341977fb8e4,21159,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",계산 지원/변환,inspect_before_run
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_002_independent_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_002_independent_qa.py,50e10a764bfc358fa1516a3687ca4863b55bb0765411a977dad2ac7663c340be,6718,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",독립 QA/회귀검증,read_only_or_copied_result_only
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003A_brep_curve_raster_adapter_probe.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003A_brep_curve_raster_adapter_probe.py,8471fa1acdfd8ac55ebf4405b881172e1b68e4e932fdc4c4687cbbb123679eaf,7715,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",감사·진단·비교,inspect_before_run
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003A_f1_z400_targeted_attribution_replay.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003A_f1_z400_targeted_attribution_replay.py,c29e89cdf3e028c00756a4f6e3f458e3d6dd60ddd8313fb500d737b5c0e9e8fe,24823,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",계산 지원/변환,inspect_before_run
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003A_finalize.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003A_finalize.py,43aa0b152cfe412773fbb3130a4e671b6deb85fc5c5a11bd2efa660f4fa8e313,4433,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",결과·manifest 봉인/동기화,supporting_tool
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003A_independent_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003A_independent_qa.py,074f033e3bdbd1a6b1972310a032c4bf20b985a3fd3641fc6401c17cce31c381,4432,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",독립 QA/회귀검증,read_only_or_copied_result_only
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003_f1_step_reference_pixel_phase.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003_f1_step_reference_pixel_phase.py,dc1ac46c743e217de4eab3cb542703cb2fd200df77e6128487a76902db3ce233,43498,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",계산 지원/변환,inspect_before_run
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003_finalize.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003_finalize.py,e0bab69518020d24e54bf3da77a563e0903c5389386f0f0985f2dc2cef1125f2,11387,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",결과·manifest 봉인/동기화,supporting_tool
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_003_independent_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_003_independent_qa.py,5f15af2f5602c8f6e46809222ceac2a13e9d68457bdbf7051c4a307fbbc211d2,8849,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",독립 QA/회귀검증,read_only_or_copied_result_only
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_004_independent_policy_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_004_independent_policy_qa.py,97ef0817c25e64dac41c5f6ce4f1c7694d146256f5b69b68dd9e5a20336ef6bd,6738,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",계산 지원/변환,inspect_before_run
IMPORTED_STL_AND_ROUTE_VALIDATION,ROUTE_VALID_004_route_policy_and_nb_integration_gate.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/ROUTE_VALID_004_route_policy_and_nb_integration_gate.py,2267c6792d17e3efe3caf959e12d4355ec85aab1eaabc707ff5bb317e8222d06,21933,development_validated_production_unresolved,see_pipeline_runbook,"Imported-STL winding route, F1 stress tests and STEP/tessellation/STL comparison tools.",계산 지원/변환,inspect_before_run
IMPORT_CONTROLLER_INTEGRATION,NB_INTEGRATE_001_build_development_notebook.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/NB_INTEGRATE_001_build_development_notebook.py,291b67c2bb78d8f5747c79274934f3c4f2e011e7a5c4c66605b648a5eb3e5c95,5096,development_integration_pass_execution_disabled,see_pipeline_runbook,Fail-closed source/route controller integration and its regression QA.,계산 지원/변환,inspect_before_run
IMPORT_CONTROLLER_INTEGRATION,NB_INTEGRATE_001_controller_smoke.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/NB_INTEGRATE_001_controller_smoke.py,1e9366986c8f22cf23891f613d35e9f2ced27e25af4ecca2bd4f46f1f6cbcafc,4333,development_integration_pass_execution_disabled,see_pipeline_runbook,Fail-closed source/route controller integration and its regression QA.,계산 지원/변환,inspect_before_run
IMPORT_CONTROLLER_INTEGRATION,NB_INTEGRATE_001_finalize.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/NB_INTEGRATE_001_finalize.py,2b9c8fca0b9e8862dc22729dd5ce8434b3790e6b8f201be501d5f7d1508ca1d4,7790,development_integration_pass_execution_disabled,see_pipeline_runbook,Fail-closed source/route controller integration and its regression QA.,결과·manifest 봉인/동기화,supporting_tool
IMPORT_CONTROLLER_INTEGRATION,NB_INTEGRATE_001_independent_regression_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/NB_INTEGRATE_001_independent_regression_qa.py,abc2186df796ccde2d1fb793b2bff0061e4365366b546f4122630c76dd76ec59,6279,development_integration_pass_execution_disabled,see_pipeline_runbook,Fail-closed source/route controller integration and its regression QA.,계산 지원/변환,inspect_before_run
IMPORT_CONTROLLER_INTEGRATION,NB_INTEGRATE_001_notebook_static_qa.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/NB_INTEGRATE_001_notebook_static_qa.py,54e5bc05bf6eddad4d29ad75bbbb3c65360f5ebd466fbf0b1b323bd38467ef85,2332,development_integration_pass_execution_disabled,see_pipeline_runbook,Fail-closed source/route controller integration and its regression QA.,계산 지원/변환,inspect_before_run
IMPORT_CONTROLLER_INTEGRATION,test_NB_INTEGRATE_001_route_policy.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/test_NB_INTEGRATE_001_route_policy.py,2bbe7e47995b937ec6b3e305cfe1d498a5d84f521b3370466bf3080e9d0b3f71,5063,development_integration_pass_execution_disabled,see_pipeline_runbook,Fail-closed source/route controller integration and its regression QA.,독립 QA/회귀검증,read_only_or_copied_result_only
SLICE004_AND_XREG,PRM097_finalize_manifest.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM097_finalize_manifest.py,33a0db45accb932393b849d1ca6297f2e4fbc8b2bceaf29145df8d63aa90e7c5,3973,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM097_freeze_third_wave_formula_contracts.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM097_freeze_third_wave_formula_contracts.py,2fbe5a956badff7b0bcab2adc1f5b91be709fe97b5613a33789ca8740f64b80d,37644,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,실행 계약·사전등록,no_scientific_calculation
SLICE004_AND_XREG,PRM097_independent_QA.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM097_independent_QA.py,8ce6e5efbfae02f40f45a8f74f33e52e03142e51a096eb188efd7df4be3426eb,9422,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,독립 QA/회귀검증,read_only_or_copied_result_only
SLICE004_AND_XREG,PRM097_make_preregistration_figure.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM097_make_preregistration_figure.py,a51a2f45b964b1eeb48aec40c99e52b94fa0ad8a23f4f4e59ca48e6a73398ced,2094,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,실행 계약·사전등록,no_scientific_calculation
SLICE004_AND_XREG,PRM097_postmerge_sync_QA.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM097_postmerge_sync_QA.py,908c38c541b0c84f510986caf43b9344ce7422fd86dbf419e8f82c1b61f77496,6232,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM098_C1_mask_alias_audit.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_C1_mask_alias_audit.py,7146a724c1700c7de006526014fd0e064851376911bea6bb776ca77d0cf141a4,2290,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,감사·진단·비교,inspect_before_run
SLICE004_AND_XREG,PRM098_finalize_evidence.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_finalize_evidence.py,4aa26557e10dc4c3e5a71717dfa9328f6c0ee3315bf00fdfee87dde720d523e0,5730,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM098_finalize_manifest.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_finalize_manifest.py,04686339af043bc5f7c3412b79768e24e176da21877e764f0fbeeed68afa11b2,2304,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM098_independent_QA.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_independent_QA.py,2ea41ee3b9a998927f6888d703b521a9b5b86993c97a9f075cecceccfee3e298,9108,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,독립 QA/회귀검증,read_only_or_copied_result_only
SLICE004_AND_XREG,PRM098_materialize_V192_panel_masks.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_materialize_V192_panel_masks.py,64ae4f1ad63b820dcf0bab91170bc80e4ff7e99966d4a893a500511e3f948ae6,5107,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,계산 지원/변환,inspect_before_run
SLICE004_AND_XREG,PRM098_postmerge_sync_QA.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_postmerge_sync_QA.py,5540273e840f710c6934c7d76bea9ef90d6879d67318c441626baa8feef34817,7932,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM098_preflight_and_permit.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_preflight_and_permit.py,72cfa9187e71170d4f264b3cb623e867d5a4e97d6e362e9553d0f7d7e08541ea,7952,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,실행 계약·사전등록,no_scientific_calculation
SLICE004_AND_XREG,PRM098_run_cell.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_run_cell.py,12f424053b1a27f599f42f783e721f8a79b4ec1ccca36890a7926a6a26ab6d51,5027,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,계산 지원/변환,inspect_before_run
SLICE004_AND_XREG,PRM098_run_cost_canary.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_run_cost_canary.py,3b08af977b4ff763bf2a2d73cd113722b19846ee05f666e10b171f58be82d5b2,2688,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,계산 지원/변환,inspect_before_run
SLICE004_AND_XREG,PRM098_run_progressive_panel.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_run_progressive_panel.py,8d2b79ab06d1f9624afcf9892203fce4d9e314f1bc2fb2b869a968a987ceb696,5828,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,계산 지원/변환,inspect_before_run
SLICE004_AND_XREG,PRM098_run_synthetic_truth.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_run_synthetic_truth.py,2e3a38593fb70ae04394593d3afdacbe4450c762073b7396dafabf8e8d02c88b,12642,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,계산 지원/변환,inspect_before_run
SLICE004_AND_XREG,PRM098_technical_gate_analysis.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_technical_gate_analysis.py,d288a14ac1df5d0c3bdc6dbe3ef8b0c74f074ff4c5a927656ab932c5bb53e4a4,9437,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,감사·진단·비교,inspect_before_run
SLICE004_AND_XREG,PRM098_third_wave_formula_library.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM098_third_wave_formula_library.py,1f2c900ee8d9e5a96cc838c9b2cbb884133ffb3cbd6e83108b23197be77b3827,21576,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,계산 지원/변환,inspect_before_run
SLICE004_AND_XREG,PRM099_finalize_manifest.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM099_finalize_manifest.py,a55059317d53d19dbbbdaa44dd2af6eee98c4d6dfa76cb2d94e26e7c8986e2e2,1915,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM099_independent_permit_QA.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM099_independent_permit_QA.py,74ea94c63598ca4b5ea19a6b6fa801aacdc4bc887525bdc2a6997820a5be5dbc,9690,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,실행 계약·사전등록,no_scientific_calculation
SLICE004_AND_XREG,PRM099_postmerge_sync_QA.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM099_postmerge_sync_QA.py,b32f5b6cb936a521dc500f892ba7322d6da80ff02101d2a8fe2f114e9a1edf8e,7861,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,결과·manifest 봉인/동기화,supporting_tool
SLICE004_AND_XREG,PRM099_prepare_full58_permit_decision.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM099_prepare_full58_permit_decision.py,6d3c8306715e5716b5203915a6e0899c071e04943e7ca8193b9204da5a69c8a1,17580,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,실행 계약·사전등록,no_scientific_calculation
SLICE004_AND_XREG,PRM099_render_permit_review.py,URP4/02_VERIFIED_CORE_HQ_NB_PY/03_RESUMABLE_PROJECT_SNAPSHOT/experiments/lab_001_xy_connection_20260626/scripts/PRM099_render_permit_review.py,5fd49d5daebf273833ae0454c124e9a5872307fc89ded04c05455389f0db8b23,2007,technical_no_y_completed_unselected,see_pipeline_runbook,58-model raw-table extraction plus no-y descriptor candidate/XREG construction and QA.,실행 계약·사전등록,no_scientific_calculation
