model_id,model_family,canonical_name_from_figure,excel_present,canonical_source_id,canonical_stl_path,canonical_stl_sha256,source_bucket,file_to_model_id_status,model_to_excel_identity_status,identity_note,source_candidate_count,source_extent_x_mm,source_extent_y_mm,source_extent_z_mm,source_surface_area_mm2,source_volume_mm3,binary_integrity_status,topology_status,connected_region_count,canonical_processing_readiness,stp_path,stp_brep_status,parity_state,processed_file,processed_sha256,processed_topology_status,processed_boundary_edge_count,processed_nonmanifold_edge_count,processed_connected_region_count,scale_ratio_max_over_min,anisotropic_scale_flag,final_geometry_gate
C6,Cubic truss lattice,SC+OR,True,REF_STL::C6-Cubic_truss_lattice-SCOR.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C6-Cubic_truss_lattice-SCOR.stl,eb102e32158c2b1ea2b7a422105c3777f3ebcddbfa47e78f3796a35ed1cc550b,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,29.999999046325684,30.0,30.0,19570.348377154234,7996.543770280131,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C6-Cubic_truss_lattice-SCOR.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C6__eb102e3215__N40.stl,cc7733d04d0768e2b9672eb7ec11fcada1fa82a7a07ea3908cfb6e3fe542396a,confirmed_closed_2manifold,0,0,1,1.000000031789145,False,pass
C7,Cubic truss lattice,SC+FCC+BCC,True,REF_STL::C7-Cubic_truss_lattice-SC-FCC-BCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C7-Cubic_truss_lattice-SC-FCC-BCC.stl,62bc876a52cfb0d8e4b9edebc25fe558166ec178ebd1d1085c52eff4433e7d2c,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,40876.05447156735,8117.971665096623,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C7-Cubic_truss_lattice-SC-FCC-BCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C7__62bc876a52__N40.stl,71a06b73220eeb3a3f7a37357bd58bc7a55720510f64efc2c55f1909d7977c73,confirmed_closed_2manifold,0,0,1,1.0,False,pass
C8,Cubic truss lattice,SC+BCC,True,REF_STL::C8-Cubic_truss_lattice-SCBCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C8-Cubic_truss_lattice-SCBCC.stl,02972931e406f88f8cdd2dec1df823955ff9070974556301a6b191f654123db7,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.00000095367432,30.0,23085.74616552734,8057.202934120824,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C8-Cubic_truss_lattice-SCBCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C8__02972931e4__N40.stl,645a18d038aeb4bb438ca739dcf3652c8f75884c38b6925a9e217b02221cb704,confirmed_closed_2manifold,0,0,1,1.000000031789144,False,pass
C9,Cubic truss lattice,SC2+BCC,True,REF_STL::C9-Cubic_truss_lattice-SC2-BCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C9-Cubic_truss_lattice-SC2-BCC.stl,770d277e46339d769c3253d24022c4180f1713a6dbfab6632ec02ba1a03835e2,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.00000095367432,30.0,30.0,26929.10831559958,8035.310591646607,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C9-Cubic_truss_lattice-SC2-BCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C9__770d277e46__N40.stl,c02490be858b98a7b3fc85144336ae20afd752448823016374f3802eb20c356d,confirmed_closed_2manifold,0,0,1,1.000000031789144,False,pass
C10,Cubic truss lattice,SC8+BCC,True,REF_STL::C10-Cubic_truss_lattice-SC8-BCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C10-Cubic_truss_lattice-SC8-BCC.stl,ee80581153d4a656660e86b0be40301ab4f8e3bcfbc7d93c5c78596210bcd542,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,29.999999046325684,30.0,33514.6992181854,8088.061056858816,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C10-Cubic_truss_lattice-SC8-BCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C10__ee80581153__N40.stl,70fc80f1e23c1abbcbf22fc1b12596bfaeb22f877f7aea1ab65645500e4b28fb,confirmed_closed_2manifold,0,0,1,1.000000031789145,False,pass
C11,Cubic truss lattice,SC+DGR+BCC,True,REF_STL::C11-Cubic_truss_lattice-SCDGRBCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C11-Cubic_truss_lattice-SCDGRBCC.stl,0a28cb347660a1008d3aa055269428c1e141259b42c6b53d10d08a3acfb330fe,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,29.999999046325684,30.0,30.0,33425.89343759216,8154.10127677736,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C11-Cubic_truss_lattice-SCDGRBCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C11__0a28cb3476__N40.stl,0297148f3db83176c4d30463421fdb40e7d6f5c0721542607bc872fce2c0f569,confirmed_closed_2manifold,0,0,1,1.000000031789145,False,pass
C12,Cubic truss lattice,SC2+DGR+BCC,True,REF_STL::C12-Cubic_truss_lattice-SC2DGRBCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C12-Cubic_truss_lattice-SC2DGRBCC.stl,56051a9e31f09b99d5e24500fec90fb23f1858a5f3371dd15f09a2e9fcaf8f3e,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.00000095367432,35728.79510060398,8095.533484700082,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C12-Cubic_truss_lattice-SC2DGRBCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C12__56051a9e31__N40.stl,6285e123df6e706ad0d4e11c1b7d5cc0db03c9f250c4f36800900a8e5d925d02,confirmed_closed_2manifold,0,0,1,1.000000031789144,False,pass
C13,Cubic truss lattice,SC8+DGR+BCC2,True,REF_STL::C13-Cubic_truss_lattice-SC8DGRBCC2.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C13-Cubic_truss_lattice-SC8DGRBCC2.stl,07278a36b6a4e9ba259be03bc1f85bdd573fa24dca4bb7ad3491acf51f9bfabc,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,47440.42427764146,8068.242613818988,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C13-Cubic_truss_lattice-SC8DGRBCC2.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C13__07278a36b6__N40.stl,229561d604b14c3675dcd25f81d0b8143bfe88a785538766503f4804e62bf7d5,confirmed_closed_2manifold,0,0,1,1.0,False,pass
C14,Cubic truss lattice,SC8+FCC+BCC,True,REF_STL::C14-Cubic_truss_lattice-SC8-FCC-BCC.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/C14-Cubic_truss_lattice-SC8-FCC-BCC.stl,ea0e6ea1355b7c16ed8f35ffe5743d581fda21b6b9ee612ade38a4ac0160028a,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.00000095367432,30.00000095367432,30.0,46496.95800864456,8067.141009814557,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/C14-Cubic_truss_lattice-SC8-FCC-BCC.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C14__ea0e6ea135__N40.stl,a5eabd80e61b6b29c46025816ea74bc42458446ff5784e48e74004b1021a6a01,confirmed_closed_2manifold,0,0,1,1.000000031789144,False,pass
F1,Foam,Kelvin foam,True,REF_STL::F1-Foam-Kelvin_foam.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/F1-Foam-Kelvin_foam.stl,0dff3c1b133d7c9d5eee7d32cb0b19734eadc20c3c710268d745118ffdfe9300,reference_stl,confirmed,likely,filename and figure name agree; manual historical F1/F2 swap remains a low-probability crosswalk risk,1,30.623230934143063,30.24214553833008,30.14911365509033,22441.74212985026,8057.66079839904,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/F1-Foam-Kelvin_foam.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/F1__0dff3c1b13__N40.stl,d76883bc10af4f4b3817ccbe90b2863f97c9b843f30c5214cde81d2f76fdb0f8,confirmed_closed_2manifold,0,0,1,1.0157257451902797,True,pass
F2,Foam,Poroelastic foam,True,REF_STL::F2-Foam-Poroelastic_foam.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/F2-Foam-Poroelastic_foam.stl,69a359914653da6399188771d0d26903d6a0c7684e46703757315c972a942b7a,reference_stl,confirmed,likely,filename and figure name agree; manual historical F1/F2 swap remains a low-probability crosswalk risk,1,30.0,30.00000095367432,29.999999046325684,23521.487128360684,8089.796847944803,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/F2-Foam-Poroelastic_foam.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/F2__69a3599146__N40.stl,bd471508c7d2073419cbf2c37f16d0d0a07690a5b4a660c5179230cf4ad285f4,confirmed_closed_2manifold,0,0,1,1.00000006357829,False,pass
L1,Truss lattice,Octahedron,True,REF_STL::L1-Truss Lattice-Octahedron_lattice_New.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L1-Truss Lattice-Octahedron_lattice_New.stl,412f5bec5e8f36aea17495e2c376a632a1c82aec96c849665766b34ea2c58832,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,17474.085825358947,8028.961235451424,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L1-Truss Lattice-Octahedron_lattice_New.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L1__412f5bec5e__N40.stl,7189d16e6f812608f31cb7bf54f604caaf438272cbb31a45c153b8a2e8b0730a,confirmed_closed_2manifold,0,0,1,1.0,False,pass
L2,Truss lattice,Cuboctahedron,True,REF_STL::L2-Truss_Lattice-Cuboctahedron.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L2-Truss_Lattice-Cuboctahedron.stl,166eeca808b2afa58fae8f41cd4bd63dfeb155820c71cb74ff35e67ef8930153,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,22211.437097510207,7934.629011772308,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L2-Truss_Lattice-Cuboctahedron.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L2__166eeca808__N40.stl,28b204eecb2c9531ec25f3e46e2c4079c86316ac835d65451d331bc570f1ff5b,confirmed_closed_2manifold,0,0,1,1.0,False,pass
L3,Truss lattice,Cubic+octet,True,REF_STL::L3-Truss_Lattice-CubicOctet.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L3-Truss_Lattice-CubicOctet.stl,300f5c79b09e9b12f796d773634c8181da43cac44703f1cc85ab27129e284969,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,44936.6880348404,8110.348833054882,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L3-Truss_Lattice-CubicOctet.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L3__300f5c79b0__N40.stl,9511b2bd9b764a1b9eb781e9e959e24e401cc97d7ea0d483a668a080d7e843b6,confirmed_closed_2manifold,0,0,1,1.0,False,pass
L4,Truss lattice,Isotropic,True,REF_STL::L4-Truss_Lattice-Isotropic_truss.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L4-Truss_Lattice-Isotropic_truss.stl,1449e02db63c164434b6dd27474d351071f23c33cf6bb715f052f3ef68bc96f5,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,25129.47085055073,8000.036117030701,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L4-Truss_Lattice-Isotropic_truss.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L4__1449e02db6__N40.stl,debdcc0f461e56337ba40994fba14664a055c04a1656add37c37c688413f0fbd,confirmed_closed_2manifold,0,0,1,1.0,False,pass
L5,Truss lattice,Octet+cross,True,REF_STL::L5-Truss_Lattice-Octet_truss.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L5-Truss_Lattice-Octet_truss.stl,9d65421a9cccb9d151a309dc45dbf4f0bccdb737c40b7a74be5d96c371a32424,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.00000095367432,30.0,30.0,27901.266925510437,7967.595749543987,likely_pass_with_degenerate,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L5-Truss_Lattice-Octet_truss.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L5__9d65421a9c__N40.stl,3909fc38c5f5cdec16a975d948b970971e77338ce8c6980123abc15111159707,confirmed_closed_2manifold,0,0,1,1.000000031789144,False,pass
L6,Truss lattice,Snap-fit modified octet,True,REF_STL::L6-Truss_Lattice-Snap-fit_modified_octet-truss_lattice.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L6-Truss_Lattice-Snap-fit_modified_octet-truss_lattice.stl,d2c9f86f516cb46c074dc4a2775989bdd167bc8a23142fdc98e65e721f04fd97,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,23793.55867741855,8146.02640226917,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L6-Truss_Lattice-Snap-fit_modified_octet-truss_lattice.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L6__d2c9f86f51__N40.stl,6916be594091897bca5d0ad6cb4daab302fb726756f5df65fb5ff56f61aebc15,confirmed_closed_2manifold,0,0,1,1.0,False,pass
