alias_id,label,path,file_url,kind,exists,sha256,status,notes
NB-FA0A9074,R06V2_integrated_legacy_candidate_v0_1_e2e_safe.ipynb,experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_1_e2e_safe.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_1_e2e_safe.ipynb,notebook,True,91515be223128e55bb93ca2397fdbdbe46c7b3ed2de1515324e58f8036a4f9ea,audited_notebook_inventory,"cells=19, code=16"
NB-CECB9939,R06V2_integrated_legacy_candidate_v0_2.ipynb,experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2.ipynb,notebook,True,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,audited_notebook_inventory,"cells=19, code=16"
NB-945FB4C5,R06V2_integrated_legacy_candidate_v0_2_e2e_safe.ipynb,experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2_e2e_safe.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2_e2e_safe.ipynb,notebook,True,a4b55a366786cd442e2cca59f8bda89229d81e623b97af5bc89db51ac0768759,audited_notebook_inventory,"cells=19, code=16"
NB-C590605A,R09_SLICE_002L_nb_compat_legacy_png_v0_1.ipynb,experiments/lab_001_xy_connection_20260626/notebooks/R09_SLICE_002L_nb_compat_legacy_png_v0_1.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/notebooks/R09_SLICE_002L_nb_compat_legacy_png_v0_1.ipynb,notebook,True,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,audited_notebook_inventory,"cells=20, code=17"
NB-AA5142C7,Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,experiments/lab_001_xy_connection_20260626/source/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/source/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,notebook,True,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,audited_notebook_inventory,"cells=19, code=16"
NB-A2524D7C,01_CODE_NB_CURRENT_v0_2.ipynb,outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,notebook,True,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,audited_notebook_inventory,"cells=19, code=16"
NB-7BB81695,15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,notebook,True,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,audited_notebook_inventory,"cells=20, code=17"
NB-3A6715A1,Multiwall_model_generator_VF50.ipynb,URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,notebook,True,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,audited_notebook_inventory,"cells=20, code=17"
NB-93A93743,Type A+B Gen. Image slicing.ipynb,URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Type A+B Gen. Image slicing.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Type%20A%2BB%20Gen.%20Image%20slicing.ipynb,notebook,True,1ef01006d93be95e56525c91bd0943405ee6cd54e2347413699472fe7c6d24f7,audited_notebook_inventory,"cells=23, code=11"
NB-B7A3DF82,R06V2_integrated_legacy_candidate_v0_2.ipynb,URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2.ipynb,notebook,True,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,audited_notebook_inventory,"cells=19, code=16"
NB-C7E2B398,Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,URP4-1_DELIVERABLE/outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,notebook,True,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,audited_notebook_inventory,"cells=19, code=16"
NB-F8CD3922,Training_260418-1st method - New feature.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260418-1st method - New feature.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260418-1st%20method%20-%20New%20feature.ipynb,notebook,True,7f75fa05e34fb8aafb39362f6b39aa7d3d924efe7d6af5f3bc0b42debc393cb6,audited_notebook_inventory,"cells=11, code=10"
NB-F8EE6F7F,Training_260418-1st method.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260418-1st method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260418-1st%20method.ipynb,notebook,True,2d4e6b256c37bf8309bbeeb2869f6a5c2935216aab4b959d09c8b55802103402,audited_notebook_inventory,"cells=11, code=10"
NB-7B0402F4,Training_260419-2nd method - New feature - Good. vibration.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260419-2nd method - New feature - Good. vibration.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260419-2nd%20method%20-%20New%20feature%20-%20Good.%20vibration.ipynb,notebook,True,11129a41bd4303d82c599148cd761adb3c858f58da017586e07fb0f06d055ff2,audited_notebook_inventory,"cells=12, code=11"
NB-C4A9B458,Training_260419-2nd method.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260419-2nd method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260419-2nd%20method.ipynb,notebook,True,7514863928df8e71833f97d0bedb905d7d0654f20cbff8c4f42ee371c182fd39,audited_notebook_inventory,"cells=12, code=11"
NB-99A6C8CE,Training_260420-3rd method - New feature - Good. h.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260420-3rd method - New feature - Good. h.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260420-3rd%20method%20-%20New%20feature%20-%20Good.%20h.ipynb,notebook,True,09cf2d4213d689cfe272314c41d4b0fd0b9b5a10c4d1b0fe6e44ffe192ec037c,audited_notebook_inventory,"cells=17, code=15"
NB-F9A5AAE6,Training_260420-3rd method.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260420-3rd method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260420-3rd%20method.ipynb,notebook,True,e265a21f1f836c2d81cfe8c4cf7063c3c2aa4e5f52e40a859f31a217f7aca3bd,audited_notebook_inventory,"cells=17, code=15"
NB-66269CC2,Training_260503_Ensemble-4th method.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260503_Ensemble-4th method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260503_Ensemble-4th%20method.ipynb,notebook,True,d9f6548c8a239fe213732a78ed4e3da8e0843ccb4f98a4fd996f2cc579af8100,audited_notebook_inventory,"cells=14, code=13"
NB-9062F339,Training_260508_Alltogether-5th method.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260508_Alltogether-5th method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260508_Alltogether-5th%20method.ipynb,notebook,True,5076091043319f042f5fd08b4fd9bdc20c042c81d18a7a9cd794acd99268b792,audited_notebook_inventory,"cells=15, code=13"
NB-1E1300E4,Training_260508_Alltogether-5th_method_FIXED.ipynb,URP4-1_DELIVERABLE/reference_sources/training/Training_260508_Alltogether-5th_method_FIXED.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_DELIVERABLE/reference_sources/training/Training_260508_Alltogether-5th_method_FIXED.ipynb,notebook,True,238b7092c5532c695a6f2c8edeb6aa0ae26177bd63fa0f4ebd98754091dfae69,audited_notebook_inventory,"cells=15, code=13"
NB-29ADA451,Multiwall_model_generator_VF50.ipynb,URP4-1_SUBMISSION_20260728_v0_1/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,notebook,True,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,audited_notebook_inventory,"cells=20, code=17"
NB-45C655DE,Type A+B Gen. Image slicing.ipynb,URP4-1_SUBMISSION_20260728_v0_1/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Type A+B Gen. Image slicing.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Type%20A%2BB%20Gen.%20Image%20slicing.ipynb,notebook,True,1ef01006d93be95e56525c91bd0943405ee6cd54e2347413699472fe7c6d24f7,audited_notebook_inventory,"cells=23, code=11"
